cod_tuss,desc_procediemento,rol_ans,subgrupo,grupo,capitulo
30730015,Alongamento,ALONGAMENTO,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730023,Biópsia de músculo,BIÓPSIA DE MÚSCULO,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730031,Desbridamento cirúrgico de feridas ou extremidades,DESBRIDAMENTO CIRÚRGICO DE FERIDAS OU EXTREMIDADES,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730040,Desinserção ou miotomia,DESINSERÇÃO OU MIOTOMIA,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730058,Dissecção muscular,DISSECÇÃO MUSCULAR,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730066,Drenagem cirúrgica do psoas,DRENAGEM CIRÚRGICA DO PSOAS,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730074,Fasciotomia,FASCIOTOMIA,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730082,Fasciotomia - por compartimento,FASCIOTOMIA,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730090,Fasciotomias (descompressivas),FASCIOTOMIA,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730104,Fasciotomias acima do punho,FASCIOTOMIA,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730112,Miorrafias,MIORRAFIAS,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730120,Terapia por ondas de choque extracorpórea em partes moles - acompanhamento 1ª aplicação,---,---,---,---
30730139,Terapia por ondas de choque extracorpórea em partes moles - acompanhamento reaplicações,---,---,---,---
30730155,Transposição muscular,TRANSPOSIÇÃO MUSCULAR,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730163,Lesão ligamentar aguda - tratamento conservador,LESÕES LIGAMENTARES AGUDAS - REDUÇÃO INCRUENTA,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30730171,Lesões músculo tendinosas - tratamento incruento,LESÕES MÚSCULO TENDINOSAS - TRATAMENTO INCRUENTO,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
30731011,Abertura de bainha tendinosa - tratamento cirúrgico,ABERTURA DE BAINHA TENDINOSA - TRATAMENTO CIRÚRGICO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731020,"Biópsias cirúrgicas de tendões, bursas e sinóvias","BIÓPSIAS CIRÚRGICAS DE TENDÕES, BURSAS E SINÓVIAS","TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731038,Bursectomia - tratamento cirúrgico,BURSECTOMIA - TRATAMENTO CIRÚRGICO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731046,Cisto sinovial - tratamento cirúrgico,CISTO SINOVIAL - TRATAMENTO CIRÚRGICO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731054,Encurtamento de tendão - tratamento cirúrgico,ENCURTAMENTO DE TENDÃO - TRATAMENTO CIRÚRGICO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731062,Sinovectomia - tratamento cirúrgico,SINOVECTOMIA - TRATAMENTO CIRÚRGICO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731070,Tenoartroplastia para ossos do carpo,TENOARTROPLASTIA PARA OSSOS DO CARPO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731089,Tenodese,TENODESE,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731097,Tenólise no túnel osteofibroso,TENÓLISE NO TÚNEL ÓSTEO FIBROSO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731100,Tenólise/tendonese - tratamento cirúrgico,TENÓLISE/TENDONESE - TRATAMENTO CIRÚRGICO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731119,Tenoplastia / enxerto de tendão - tratamento cirúrgico,TENOPLASTIA / ENXERTO DE TENDÃO - TRATAMENTO CIRÚRGICO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731127,Tenoplastia de tendão em outras regiões,TENOPLASTIA DE TENDÃO EM OUTRAS REGIÕES,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731135,Tenorrafia múltipla em outras regiões,TENORRAFIA,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731143,Tenorrafia no túnel osteofibroso - mais de 2 dígitos,TENORRAFIA,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731151,Tenorrafia no túnel osteofibroso até 2 dígitos,TENORRAFIA,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731160,Tenorrafia única em outras regiões,TENORRAFIA,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731178,Tenossinovectomia de mão ou punho,TENOSSINOVECTOMIA,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731186,Tenossinovites estenosantes - tratamento cirúrgico,TENOSSINOVITES ESTENOSANTES - TRATAMENTO CIRÚRGICO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731194,Tenossinovites infecciosas - drenagem,TENOSSINOVITES INFECCIOSAS - DRENAGEM,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731208,Tenotomia,TENOTOMIA,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731216,Transposição de mais de 1 tendão - tratamento cirúrgico,TRANSPOSIÇÃO DE TENDÃO - TRATAMENTO CIRÚRGICO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731224,Transposição única de tendão,TRANSPOSIÇÃO DE TENDÃO - TRATAMENTO CIRÚRGICO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731232,Tumores de tendão ou sinovial - tratamento cirúrgico,TUMORES DE TENDÃO OU SINOVIAL - TRATAMENTO CIRÚRGICO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731240,Alongamento de tendões - tratamento cruento,ALONGAMENTO DE TENDÕES - TRATAMENTO CRUENTO,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30731259,Rotura de tendão de aquiles - tratamento conservador,ROTURA DO TENDÃO DE AQUILES - REDUÇÃO INCRUENTA,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30732018,Curetagem ou ressecção em bloco de tumor com reconstrução e enxerto vascularizado,CURETAGEM OU RESSECÇÃO EM BLOCO DE TUMOR COM RECONSTRUÇÃO E ENXERTO VASCULARIZADO,PROCEDIMENTOS GERAIS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30732026,Enxerto ósseo,AUTOENXERTO ÓSSEO,PROCEDIMENTOS GERAIS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30732026,Enxerto ósseo,MANDIBULECTOMIA COM OU SEM ESVAZIAMENTO GANGLIONAR CERVICAL COM OU SEM ENXERTO ÓSSEO,MANDÍBULA E MAXILA,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30732034,Ressecção da lesão com cimentação e osteosíntese,RESSECÇÃO DE LESÃO COM CIMENTAÇÃO E OSTEOSÍNTESE,PROCEDIMENTOS GERAIS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30732042,Revisão de endoprótese,REVISÃO DE ARTROPLASTIAS DE QUADRIL COM RETIRADA DE COMPONENTES E IMPLANTE DE PRÓTESE,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30732042,Revisão de endoprótese,REVISÃO CIRÚRGICA DE PRÓTESE DE OMBRO,ARTICULAÇÃO ESCÁPULO-UMERAL E CINTURA ESCAPULAR,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30732050,Terapia por ondas de choque extracorpórea em partes ósseas - acompanhamento 1ª aplicação,---,---,---,---
30732069,Terapia por ondas de choque extracorpórea em partes ósseas - acompanhamento reaplicações,---,---,---,---
30732085,Tumor ósseo (ressecção com substituição),TUMOR ÓSSEO (RESSECÇÃO COM SUBSTITUIÇÃO),"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30732093,Tumor ósseo (ressecção e artrodese),TUMOR ÓSSEO (RESSECÇÃO E ARTRODESE),"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30732107,Tumor ósseo (ressecção e cimento),TUMOR ÓSSEO - TRATAMENTO CIRURGICO,PROCEDIMENTOS GERAIS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30732115,Tumor ósseo (ressecção e enxerto),TUMOR ÓSSEO (RESSECÇÃO E ENXERTO),"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30732123,Tumor ósseo (ressecção segmentar),TUMOR ÓSSEO (RESSECÇÃO SEGMENTAR),"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30732131,Tumor ósseo (ressecção simples),TUMOR ÓSSEO (RESSECÇÃO SIMPLES),"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733014,Sinovectomia total - procedimento videoartroscópico de joelho,"ARTROSCOPIA CIRÚRGICA PARA CONDROPLASTIA POR ABRASÃO, PERFURAÇÕES MÚLTIPLAS, REDUÇÃO DE FRATURAS, RESSECÇÃO OU DESBRIDAMENTOS DE FRAGMENTOS TENDÍNEOS, OSTEOCONDROMATOSE, RESSECÇÃO DE BURSAS E CALCIFICAÇÕES TENDÍNEAS, FIXAÇÃO DE FRATURAS E FRAGMENTOS OSTEOCONDRAIS, DESCOMPRESSÃO DO CANAL CARPIANO, SINOVECTOMIA, ENCURTAMENTO DO CUBITAL E ATRODESE EM GERAL",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733014,Sinovectomia total - procedimento videoartroscópico de joelho,ARTROSCOPIA PARA SINOVECTOMIAS E RESSECÇÃO DE MENISCOS,ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733022,Sinovectomia parcial ou subtotal - procedimento videoartroscópico de joelho,"ARTROSCOPIA CIRÚRGICA PARA CONDROPLASTIA POR ABRASÃO, PERFURAÇÕES MÚLTIPLAS, REDUÇÃO DE FRATURAS, RESSECÇÃO OU DESBRIDAMENTOS DE FRAGMENTOS TENDÍNEOS, OSTEOCONDROMATOSE, RESSECÇÃO DE BURSAS E CALCIFICAÇÕES TENDÍNEAS, FIXAÇÃO DE FRATURAS E FRAGMENTOS OSTEOCONDRAIS, DESCOMPRESSÃO DO CANAL CARPIANO, SINOVECTOMIA, ENCURTAMENTO DO CUBITAL E ATRODESE EM GERAL",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733022,Sinovectomia parcial ou subtotal - procedimento videoartroscópico de joelho,ARTROSCOPIA PARA SINOVECTOMIAS E RESSECÇÃO DE MENISCOS,ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733022,Sinovectomia parcial ou subtotal - procedimento videoartroscópico de joelho,"ARTROSCOPIA PARA TRATAMENTO DE INFECÇÃO, REMOÇÃO DE CORPOS ESTRANHOS OU FRAGMENTOS LIVRES, SINOVECTOMIA PARCIAL (PLICAS), ADERÊNCIAS, MANIPULAÇÕES, DESBRIDAMENTOS",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733030,Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de joelho,"ARTROSCOPIA PARA TRATAMENTO DE INFECÇÃO, REMOÇÃO DE CORPOS ESTRANHOS OU FRAGMENTOS LIVRES, SINOVECTOMIA PARCIAL (PLICAS), ADERÊNCIAS, MANIPULAÇÕES, DESBRIDAMENTOS",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733030,Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de joelho,"ARTROSCOPIA CIRÚRGICA PARA CONDROPLASTIA POR ABRASÃO, PERFURAÇÕES MÚLTIPLAS, REDUÇÃO DE FRATURAS, RESSECÇÃO OU DESBRIDAMENTOS DE FRAGMENTOS TENDÍNEOS, OSTEOCONDROMATOSE, RESSECÇÃO DE BURSAS E CALCIFICAÇÕES TENDÍNEAS, FIXAÇÃO DE FRATURAS E FRAGMENTOS OSTEOCONDRAIS, DESCOMPRESSÃO DO CANAL CARPIANO, SINOVECTOMIA, ENCURTAMENTO DO CUBITAL E ATRODESE EM GERAL",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733049,"Osteocondroplastia - estabilização, ressecção e/ou plastia # - procedimento videoartroscópico de joelho","ARTROSCOPIA CIRÚRGICA PARA CONDROPLASTIA POR ABRASÃO, PERFURAÇÕES MÚLTIPLAS, REDUÇÃO DE FRATURAS, RESSECÇÃO OU DESBRIDAMENTOS DE FRAGMENTOS TENDÍNEOS, OSTEOCONDROMATOSE, RESSECÇÃO DE BURSAS E CALCIFICAÇÕES TENDÍNEAS, FIXAÇÃO DE FRATURAS E FRAGMENTOS OSTEOCONDRAIS, DESCOMPRESSÃO DO CANAL CARPIANO, SINOVECTOMIA, ENCURTAMENTO DO CUBITAL E ATRODESE EM GERAL",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733049,"Osteocondroplastia - estabilização, ressecção e/ou plastia # - procedimento videoartroscópico de joelho",TRANSPLANTE AUTÓLOGO EM JOELHO,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733057,Meniscectomia - um menisco - procedimento videoartroscópico de joelho,"ARTROSCOPIA CIRÚRGICA PARA MENISCECTOMIA, SUTURA MENISCAL, REMODELAÇÃO DE MENISCO DISCÓIDE, REPARAÇÃO, REFORÇO OU RECONSTRUÇÃO DOS LIGAMENTOS CRUZADOS OU REALINHAMENTO PATELO-FEMORAL",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733065,Reparo ou sutura de um menisco - procedimento videoartroscópico de joelho,"ARTROSCOPIA CIRÚRGICA PARA MENISCECTOMIA, SUTURA MENISCAL, REMODELAÇÃO DE MENISCO DISCÓIDE, REPARAÇÃO, REFORÇO OU RECONSTRUÇÃO DOS LIGAMENTOS CRUZADOS OU REALINHAMENTO PATELO-FEMORAL",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733073,"Reconstrução, retencionamento ou reforço do ligamento cruzado anterior ou posterior # - procedimento videoartroscópico de joelho","ARTROSCOPIA CIRÚRGICA PARA MENISCECTOMIA, SUTURA MENISCAL, REMODELAÇÃO DE MENISCO DISCÓIDE, REPARAÇÃO, REFORÇO OU RECONSTRUÇÃO DOS LIGAMENTOS CRUZADOS OU REALINHAMENTO PATELO-FEMORAL",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733073,"Reconstrução, retencionamento ou reforço do ligamento cruzado anterior ou posterior # - procedimento videoartroscópico de joelho",TRANSPLANTE AUTÓLOGO EM JOELHO,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733073,"Reconstrução, retencionamento ou reforço do ligamento cruzado anterior ou posterior # - procedimento videoartroscópico de joelho","ARTROSCOPIA PARA RECONSTRUÇÃO, RETENCIONAMENTO OU REFORÇO DE LIGAMENTO",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733081,Fratura com redução e/ou estabilização da superfície articular - um compartimento # - procedimento videoartroscópico de joelho,"ARTROSCOPIA CIRÚRGICA PARA CONDROPLASTIA POR ABRASÃO, PERFURAÇÕES MÚLTIPLAS, REDUÇÃO DE FRATURAS, RESSECÇÃO OU DESBRIDAMENTOS DE FRAGMENTOS TENDÍNEOS, OSTEOCONDROMATOSE, RESSECÇÃO DE BURSAS E CALCIFICAÇÕES TENDÍNEAS, FIXAÇÃO DE FRATURAS E FRAGMENTOS OSTEOCONDRAIS, DESCOMPRESSÃO DO CANAL CARPIANO, SINOVECTOMIA, ENCURTAMENTO DO CUBITAL E ATRODESE EM GERAL",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733090,Tratamento cirúrgico da artrofibrose # - procedimento videoartroscópico de joelho,"ARTROSCOPIA PARA TRATAMENTO DE INFECÇÃO, REMOÇÃO DE CORPOS ESTRANHOS OU FRAGMENTOS LIVRES, SINOVECTOMIA PARCIAL (PLICAS), ADERÊNCIAS, MANIPULAÇÕES, DESBRIDAMENTOS",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733103,"Instabilidade femoro-patelar, release lateral da patela, retencionamento, reforço ou reconstrução do ligamento patelo-femoral medial # - procedimento videoartroscópico de joelho","ARTROSCOPIA CIRÚRGICA PARA MENISCECTOMIA, SUTURA MENISCAL, REMODELAÇÃO DE MENISCO DISCÓIDE, REPARAÇÃO, REFORÇO OU RECONSTRUÇÃO DOS LIGAMENTOS CRUZADOS OU REALINHAMENTO PATELO-FEMORAL",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30733103,"Instabilidade femoro-patelar, release lateral da patela, retencionamento, reforço ou reconstrução do ligamento patelo-femoral medial # - procedimento videoartroscópico de joelho","ARTROSCOPIA PARA RECONSTRUÇÃO, RETENCIONAMENTO OU REFORÇO DE LIGAMENTO",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30734010,Sinovectomia total - procedimento videoartroscópico de tornozelo,"ARTROSCOPIA CIRÚRGICA PARA CONDROPLASTIA POR ABRASÃO, PERFURAÇÕES MÚLTIPLAS, REDUÇÃO DE FRATURAS, RESSECÇÃO OU DESBRIDAMENTOS DE FRAGMENTOS TENDÍNEOS, OSTEOCONDROMATOSE, RESSECÇÃO DE BURSAS E CALCIFICAÇÕES TENDÍNEAS, FIXAÇÃO DE FRATURAS E FRAGMENTOS OSTEOCONDRAIS, DESCOMPRESSÃO DO CANAL CARPIANO, SINOVECTOMIA, ENCURTAMENTO DO CUBITAL E ATRODESE EM GERAL",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30734010,Sinovectomia total - procedimento videoartroscópico de tornozelo,ARTROSCOPIA PARA SINOVECTOMIAS E RESSECÇÃO DE MENISCOS,ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30734029,Sinovectomia parcial ou subtotal - procedimento videoartroscópico de tornozelo,ARTROSCOPIA PARA SINOVECTOMIAS E RESSECÇÃO DE MENISCOS,ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30734029,Sinovectomia parcial ou subtotal - procedimento videoartroscópico de tornozelo,"ARTROSCOPIA PARA TRATAMENTO DE INFECÇÃO, REMOÇÃO DE CORPOS ESTRANHOS OU FRAGMENTOS LIVRES, SINOVECTOMIA PARCIAL (PLICAS), ADERÊNCIAS, MANIPULAÇÕES, DESBRIDAMENTOS",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30734037,Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de tornozelo,"ARTROSCOPIA PARA TRATAMENTO DE INFECÇÃO, REMOÇÃO DE CORPOS ESTRANHOS OU FRAGMENTOS LIVRES, SINOVECTOMIA PARCIAL (PLICAS), ADERÊNCIAS, MANIPULAÇÕES, DESBRIDAMENTOS",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
30734037,Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de tornozelo,"ARTROSCOPIA CIRÚRGICA PARA CONDROPLASTIA POR ABRASÃO, PERFURAÇÕES MÚLTIPLAS, REDUÇÃO DE FRATURAS, RESSECÇÃO OU DESBRIDAMENTOS DE FRAGMENTOS TENDÍNEOS, OSTEOCONDROMATOSE, RESSECÇÃO DE BURSAS E CALCIFICAÇÕES TENDÍNEAS, FIXAÇÃO DE FRATURAS E FRAGMENTOS OSTEOCONDRAIS, DESCOMPRESSÃO DO CANAL CARPIANO, SINOVECTOMIA, ENCURTAMENTO DO CUBITAL E ATRODESE EM GERAL",ARTROSCOPIA,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
